,REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE,date_m,date_y,date,WEIGHT(KG),TOTAL_PRICE,temp
86,2016-05-02,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.7549031960018479,2016-05,2016,2016-05-02,1866.0,0.0,9.524796499999999
87,2016-05-02,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.6897016361886429,2016-05,2016,2016-05-02,4000.0,0.0,13.851344000000001
88,2016-05-02,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.9848362494392104,2016-05,2016,2016-05-02,45400.0,47705.0,13.851344000000001
89,2016-05-09,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7838561591430757,2016-05,2016,2016-05-09,6000.0,0.0,13.866726000000002
90,2016-05-09,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7045712977099237,2016-05,2016,2016-05-09,6000.0,0.0,13.866726000000002
91,2016-05-09,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,냉동,1.4203199199783276,2016-05,2016,2016-05-09,23980.0,0.0,9.558489
92,2016-05-09,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.7266666666666667,2016-05,2016,2016-05-09,44600.0,33004.0,9.558489
93,2016-05-09,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.0794186046511627,2016-05,2016,2016-05-09,91900.0,101395.0,13.866726000000002
94,2016-05-16,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0314684659357136,2016-05,2016,2016-05-16,45080.0,47203.0,13.326181
95,2016-05-16,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7320455478046779,2016-05,2016,2016-05-16,41200.0,34686.0,13.326181
96,2016-05-16,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.097552727105638,2016-05,2016,2016-05-16,213500.0,245517.0,13.326181
97,2016-05-23,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미,자숙",2.0,2016-05,2016,2016-05-23,43600.0,87200.0,16.285989999999998
98,2016-05-23,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0011363636363637,2016-05,2016,2016-05-23,30620.0,0.0,12.415753
99,2016-05-23,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7298995983935743,2016-05,2016,2016-05-23,30000.0,21720.0,12.415753
100,2016-05-23,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.0659169428738546,2016-05,2016,2016-05-23,109720.0,99795.0,12.415753
101,2016-05-30,수산물,대한민국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.22,2016-05,2016,2016-05-30,23632.0,0.0,9.185675
102,2016-05-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.0843351734478293,2016-05,2016,2016-05-30,64000.0,49680.0,12.209205
103,2016-05-30,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.823544788185836,2016-05,2016,2016-05-30,8000.0,0.0,12.209205
104,2016-06-13,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.8346872461413486,2016-06,2016,2016-06-13,13550.0,0.0,10.6249275
105,2016-06-13,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.404359925788497,2016-06,2016,2016-06-13,22500.0,0.0,15.891202
106,2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0270536526220067,2016-06,2016,2016-06-13,24700.0,0.0,12.401836999999999
107,2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.1189498580889308,2016-06,2016,2016-06-13,24700.0,0.0,12.401836999999999
108,2016-06-13,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7879337439785201,2016-06,2016,2016-06-13,24000.0,0.0,12.401836999999999
109,2016-06-20,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.255899104963385,2016-06,2016,2016-06-20,580.0,0.0,13.242683
110,2016-06-20,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0007936507936508,2016-06,2016,2016-06-20,580.0,0.0,13.242683
111,2016-06-20,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.7957124535077593,2016-06,2016,2016-06-20,81280.0,62960.1,13.242683
112,2016-06-20,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.1099001028353166,2016-06,2016,2016-06-20,306440.0,325531.8,13.242683
113,2016-06-27,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.113769425370437,2016-06,2016,2016-06-27,22400.0,0.0,14.656301000000001
114,2016-06-27,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.2120982839313572,2016-06,2016,2016-06-27,72000.0,0.0,4.808587999999999
115,2016-06-27,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.3326693227091633,2016-06,2016,2016-06-27,22400.0,0.0,14.656301000000001
116,2016-06-27,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.8368898696440054,2016-06,2016,2016-06-27,93800.0,84349.0,13.246345499999999
117,2016-06-27,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.3136627906976743,2016-06,2016,2016-06-27,201000.0,229115.0,13.246345499999999
118,2016-07-04,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.05,2016-07,2016,2016-07-04,23600.0,0.0,5.475844400000001
119,2016-07-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.050430553402573,2016-07,2016,2016-07-04,49400.0,0.0,13.147466
120,2016-07-04,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.1110434322033897,2016-07,2016,2016-07-04,48500.0,56627.5,13.147466
121,2016-07-11,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0117714285714285,2016-07,2016,2016-07-11,48000.0,0.0,4.722892
122,2016-07-11,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.5801769911504424,2016-07,2016,2016-07-11,39620.0,0.0,14.789604999999998
123,2016-07-11,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.4178725443219933,2016-07,2016,2016-07-11,5180.0,0.0,14.789604999999998
124,2016-07-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.004820651047066,2016-07,2016,2016-07-11,5000.0,0.0,13.356944
125,2016-07-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.8533573268986954,2016-07,2016,2016-07-11,116400.0,113220.0,13.356944
126,2016-07-11,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.1745680348957996,2016-07,2016,2016-07-11,218273.0,269328.0,13.356944
127,2016-07-18,수산물,칠레,칠레,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.9405923344947735,2016-07,2016,2016-07-18,71000.0,56070.0,12.968017
128,2016-07-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.8273460689550194,2016-07,2016,2016-07-18,71000.0,56070.0,12.968017
129,2016-07-18,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",5.239024390243903,2016-07,2016,2016-07-18,20940.0,0.0,14.8738365
130,2016-07-18,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",6.348160223567769,2016-07,2016,2016-07-18,20940.0,0.0,14.8738365
131,2016-07-18,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",0.9024369016536118,2016-07,2016,2016-07-18,22300.0,0.0,6.730521700000001
132,2016-07-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0829841449603623,2016-07,2016,2016-07-18,20700.0,21185.0,12.968017
133,2016-07-18,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.166475566865868,2016-07,2016,2016-07-18,225700.0,247715.0,12.968017
134,2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.0607958665699782,2016-07,2016,2016-07-25,27700.0,31736.0,12.319071000000001
135,2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.2002245548764285,2016-07,2016,2016-07-25,58500.0,70515.0,12.319071000000001
136,2016-07-25,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",2.427071800776464,2016-07,2016,2016-07-25,54700.0,48076.0,12.319071000000001
137,2016-08-01,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,냉동,1.6,2016-08,2016,2016-08-01,47200.0,75520.0,14.732474
138,2016-08-01,수산물,중국,중국,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.0243804664723033,2016-08,2016,2016-08-01,66900.0,69130.0,4.840083
139,2016-08-01,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.1755937157471685,2016-08,2016,2016-08-01,33000.0,42450.0,12.645009
140,2016-08-01,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.8392058409741425,2016-08,2016,2016-08-01,6500.0,0.0,12.645009
141,2016-08-01,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.205065502183406,2016-08,2016,2016-08-01,43500.0,45250.0,12.645009
142,2016-08-08,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.1194935251798561,2016-08,2016,2016-08-08,24700.0,0.0,13.244148000000001
143,2016-08-08,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,다리",1.3936544936544937,2016-08,2016,2016-08-08,43990.0,71042.5,14.770562
144,2016-08-08,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",3.926131221719457,2016-08,2016,2016-08-08,22000.0,190000.0,14.770562
145,2016-08-08,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체,자숙",6.206430639508305,2016-08,2016,2016-08-08,22000.0,190000.0,14.770562
146,2016-08-08,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.8535587728259482,2016-08,2016,2016-08-08,108920.0,89595.0,13.244148000000001
147,2016-08-08,수산물,칠레,칠레,판매용,연체류 해물모듬,오징어,오징어,"냉동,동체",1.2170714899291,2016-08,2016,2016-08-08,61180.0,56400.0,13.244148000000001
148,2016-08-22,수산물,페루,페루,판매용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",0.85,2016-08,2016,2016-08-22,66800.0,66800.0,14.433638
149,2016-08-22,수산물,페루,페루,자사제품제조용,연체류 해물모듬,오징어,오징어,"냉동,지느러미",1.0,2016-08,2016,2016-08-22,66800.0,66800.0,14.433638
