,REG_DATE,P_TYPE,CTRY_1,CTRY_2,P_PURPOSE,CATEGORY_1,CATEGORY_2,P_NAME,P_IMPORT_TYPE,P_PRICE,date_m,date_y,date,WEIGHT(KG),TOTAL_PRICE,temp
12,2016-02-22,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.521968365553603,2016-02,2016,2016-02-22,857.0,0.0,5.166021
13,2016-02-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.50143909458998,2016-02,2016,2016-02-22,114581.0,1092399.0,6.546678
14,2016-02-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.687843139645832,2016-02,2016,2016-02-22,114581.0,1092399.0,6.546678
15,2016-02-29,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.899626992200746,2016-02,2016,2016-02-29,94232.0,935861.0,6.4185004
16,2016-02-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.378350957974012,2016-02,2016,2016-02-29,94232.0,935861.0,6.4185004
17,2016-03-07,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.840019569471623,2016-03,2016,2016-03-07,116023.0,1154598.0,6.277871
18,2016-03-07,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.739229285219212,2016-03,2016,2016-03-07,116023.0,1154598.0,6.277871
19,2016-03-14,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.473436211567911,2016-03,2016,2016-03-14,85645.0,803980.0,6.031769799999999
20,2016-03-14,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.544657209126706,2016-03,2016,2016-03-14,85645.0,803980.0,6.031769799999999
21,2016-03-21,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.20885757423251,2016-03,2016,2016-03-21,1710.0,0.0,4.0629597
22,2016-03-21,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.26565448618974,2016-03,2016,2016-03-21,101005.0,986223.0,6.263222
23,2016-03-21,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.313935749634803,2016-03,2016,2016-03-21,101005.0,986223.0,6.263222
24,2016-03-28,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.038298962469579,2016-03,2016,2016-03-28,88431.0,966494.0,6.6638694
25,2016-03-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.904894185405873,2016-03,2016,2016-03-28,88431.0,966494.0,6.6638694
26,2016-04-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.809443507588533,2016-04,2016,2016-04-04,98358.0,1056672.0,6.6660666
27,2016-04-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.620376586980157,2016-04,2016,2016-04-04,98358.0,1056672.0,6.6660666
28,2016-04-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.152526344231289,2016-04,2016,2016-04-11,106132.0,1117776.0,6.9751577000000005
29,2016-04-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.12724557844076,2016-04,2016,2016-04-11,106132.0,1117776.0,6.9751577000000005
30,2016-04-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.89656200317965,2016-04,2016,2016-04-18,101430.0,982274.0,7.220526700000001
31,2016-04-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.723633867574307,2016-04,2016,2016-04-18,101430.0,982274.0,7.220526700000001
32,2016-04-25,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,12.999440246291632,2016-04,2016,2016-04-25,3573.0,46447.0,5.396008
33,2016-04-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.873097096072662,2016-04,2016,2016-04-25,120025.56,1174402.2,7.547197
34,2016-04-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.692952393945271,2016-04,2016,2016-04-25,120025.56,1174402.2,7.547197
35,2016-05-02,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.799025199626673,2016-05,2016,2016-05-02,120852.2,1164605.61,7.345774700000001
36,2016-05-02,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.718738693836535,2016-05,2016,2016-05-02,120852.2,1164605.61,7.345774700000001
37,2016-05-09,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.46623322147651,2016-05,2016,2016-05-09,135485.7,1365024.96,8.325785
38,2016-05-09,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.351411697446395,2016-05,2016,2016-05-09,135485.7,1365024.96,8.325785
39,2016-05-16,수산물,영국,영국,판매용,어류,연어,연어,냉장,7.748498498498498,2016-05,2016,2016-05-16,837.0,0.0,11.151555
40,2016-05-16,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.150025016081766,2016-05,2016,2016-05-16,152912.5,1653667.76,8.952024
41,2016-05-16,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.868265496129982,2016-05,2016,2016-05-16,152912.5,1653667.76,8.952024
42,2016-05-23,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.859782835665065,2016-05,2016,2016-05-23,83346.94,972299.96,9.3629265
43,2016-05-23,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.971247722708437,2016-05,2016,2016-05-23,83346.94,972299.96,9.3629265
44,2016-05-30,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.001941747572815,2016-05,2016,2016-05-30,101336.08,1027865.82,10.209632000000001
45,2016-05-30,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.922653813986225,2016-05,2016,2016-05-30,101336.08,1027865.82,10.209632000000001
46,2016-06-13,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.678741553118423,2016-06,2016,2016-06-13,85597.0,927118.64,11.18598
47,2016-06-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.43267199105997,2016-06,2016,2016-06-13,85597.0,927118.64,11.18598
48,2016-06-20,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.413374805598755,2016-06,2016,2016-06-20,822.0,0.0,9.543839
49,2016-06-20,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.069385026737969,2016-06,2016,2016-06-20,71031.78,850652.9,12.124972999999999
50,2016-06-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.90357239034738,2016-06,2016,2016-06-20,71031.78,850652.9,12.124972999999999
51,2016-06-27,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.478034832336887,2016-06,2016,2016-06-27,1336.0,0.0,9.783349000000001
52,2016-06-27,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.967791188018031,2016-06,2016,2016-06-27,86866.3,1022921.83,12.365215
53,2016-06-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.662670666979727,2016-06,2016,2016-06-27,86866.3,1022921.83,12.365215
54,2016-07-04,수산물,영국,영국,판매용,어류,연어,연어,냉장,7.601769911504425,2016-07,2016,2016-07-04,930.0,0.0,14.933897
55,2016-07-04,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.768344850279698,2016-07,2016,2016-07-04,1633.0,0.0,11.013855
56,2016-07-04,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.770051594746716,2016-07,2016,2016-07-04,86915.9,982241.11,13.368664
57,2016-07-04,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,12.060641611130286,2016-07,2016,2016-07-04,86915.9,982241.11,13.368664
58,2016-07-11,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,13.697300877628747,2016-07,2016,2016-07-11,104466.08,1357757.69,13.499039000000002
59,2016-07-11,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,13.23474265825251,2016-07,2016,2016-07-11,104466.08,1357757.69,13.499039000000002
60,2016-07-11,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.749577508065755,2016-07,2016,2016-07-11,2065.0,19782.0,10.95819
61,2016-07-18,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.510441138084051,2016-07,2016,2016-07-18,3360.0,33245.0,12.138889
62,2016-07-18,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,13.462854301342615,2016-07,2016,2016-07-18,81995.16,1119548.05,13.334971
63,2016-07-18,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,13.088523513383624,2016-07,2016,2016-07-18,81995.16,1119548.05,13.334971
64,2016-07-25,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.7321942613056,2016-07,2016,2016-07-25,86060.59,1082560.99,14.087924
65,2016-07-25,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,12.414031150304892,2016-07,2016,2016-07-25,86060.59,1082560.99,14.087924
66,2016-08-01,수산물,칠레,칠레,판매용,어류,연어,연어,냉장,11.154385964912281,2016-08,2016,2016-08-01,3135.0,34969.0,12.872799
67,2016-08-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.971390552228875,2016-08,2016,2016-08-01,71461.67,812380.33,14.681935999999999
68,2016-08-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.182460985912682,2016-08,2016,2016-08-01,71461.67,812380.33,14.681935999999999
69,2016-08-01,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.181826102108381,2016-08,2016,2016-08-01,3245.0,29826.0,13.537126
70,2016-08-08,수산물,아일랜드,아일랜드,판매용,어류,연어,연어,냉장,11.176759410801964,2016-08,2016,2016-08-08,304.0,0.0,15.921231
71,2016-08-08,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,8.927802728582323,2016-08,2016,2016-08-08,4207.0,0.0,15.036439000000001
72,2016-08-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.213024564994882,2016-08,2016,2016-08-08,79059.02,855975.49,15.242256
73,2016-08-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.07903123837812,2016-08,2016,2016-08-08,79059.02,855975.49,15.242256
74,2016-08-22,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.291967403958092,2016-08,2016,2016-08-22,7139.0,0.0,15.813562
75,2016-08-22,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.027084337349397,2016-08,2016,2016-08-22,93242.6,1113415.37,15.096499
76,2016-08-22,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.781857162794855,2016-08,2016,2016-08-22,93242.6,1113415.37,15.096499
77,2016-08-29,수산물,미국,미국,판매용,어류,연어,연어,냉동,3.512818715090327,2016-08,2016,2016-08-29,146693.0,0.0,19.614216
78,2016-08-29,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.588141281764424,2016-08,2016,2016-08-29,98981.46,1170149.46,15.174871
79,2016-08-29,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.59041667162874,2016-08,2016,2016-08-29,98981.46,1170149.46,15.174871
80,2016-09-05,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.459478164578863,2016-09,2016,2016-09-05,76031.14,844799.72,15.437085999999999
81,2016-09-05,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.919918153638845,2016-09,2016,2016-09-05,76031.14,844799.72,15.437085999999999
82,2016-09-12,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.706627956380116,2016-09,2016,2016-09-12,115962.44,1192489.65,15.325754000000002
83,2016-09-12,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.358669874106663,2016-09,2016,2016-09-12,115962.44,1192489.65,15.325754000000002
84,2016-09-19,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.412847965738758,2016-09,2016,2016-09-19,100.0,0.0,17.668844
85,2016-09-19,수산물,미국,미국,판매용,어류,연어,연어,냉동,5.700766903539013,2016-09,2016,2016-09-19,85278.0,486150.0,19.417189
86,2016-09-19,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.576081153230112,2016-09,2016,2016-09-19,103371.96,993355.69,16.0018
87,2016-09-19,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.825120317697426,2016-09,2016,2016-09-19,103371.96,993355.69,16.0018
88,2016-09-26,수산물,영국,영국,판매용,어류,연어,연어,냉장,8.4916364908238,2016-09,2016,2016-09-26,288.16,0.0,16.099949
89,2016-09-26,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.265725374732334,2016-09,2016,2016-09-26,115731.8,1171425.91,15.586504999999999
90,2016-09-26,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.242198483722152,2016-09,2016,2016-09-26,115731.8,1171425.91,15.586504999999999
91,2016-10-10,수산물,아일랜드,아일랜드,판매용,어류,연어,연어,냉장,12.219814241486068,2016-10,2016,2016-10-10,322.0,0.0,14.936827
92,2016-10-10,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.767401326886315,2016-10,2016,2016-10-10,127114.6,1492356.78,13.110844
93,2016-10-10,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.392965293587046,2016-10,2016,2016-10-10,127114.6,1492356.78,13.110844
94,2016-10-17,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.943513050104782,2016-10,2016,2016-10-17,87211.8,1026182.02,10.537766
95,2016-10-17,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.731442049966008,2016-10,2016,2016-10-17,87211.8,1026182.02,10.537766
96,2016-10-24,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,9.886686883879088,2016-10,2016,2016-10-24,2703.95,30284.24,15.145574
97,2016-10-24,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.710418954966263,2016-10,2016,2016-10-24,99936.25,1149200.46,10.390546
98,2016-10-24,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.459743486234062,2016-10,2016,2016-10-24,99936.25,1149200.46,10.390546
99,2016-10-31,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,8.347591801141062,2016-10,2016,2016-10-31,2431.07,20293.58,13.704123499999998
100,2016-10-31,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.290556900726392,2016-10,2016,2016-10-31,98664.52,1126785.31,10.901059
101,2016-10-31,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.318034148846989,2016-10,2016,2016-10-31,98664.52,1126785.31,10.901059
102,2016-11-07,수산물,러시아,러시아,외화획득용 원료,어류,연어,연어,냉동,2.88430395270589,2016-11,2016,2016-11-07,35940.0,115008.0,6.1885129999999995
103,2016-11-07,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.949805496298156,2016-11,2016,2016-11-07,91541.51,1027980.24,10.107089
104,2016-11-07,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.12371103800475,2016-11,2016,2016-11-07,91541.51,1027980.24,10.107089
105,2016-11-14,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,10.599313108185461,2016-11,2016,2016-11-14,882.0,0.0,11.988007000000001
106,2016-11-14,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.286884737136118,2016-11,2016,2016-11-14,107027.1,1179237.88,9.291879
107,2016-11-14,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.179690039240558,2016-11,2016,2016-11-14,107027.1,1179237.88,9.291879
108,2016-11-21,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,11.056174957118353,2016-11,2016,2016-11-21,3788.0,42368.0,11.849574
109,2016-11-21,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.019560142869196,2016-11,2016,2016-11-21,71267.29,803382.33,9.233283
110,2016-11-21,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.81902371479977,2016-11,2016,2016-11-21,71267.29,803382.33,9.233283
111,2016-11-28,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,10.422142674507798,2016-11,2016,2016-11-28,874.0,0.0,11.292916
112,2016-11-28,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.570433750622104,2016-11,2016,2016-11-28,100698.37999999999,1048141.57,8.716178
113,2016-11-28,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.364511777035224,2016-11,2016,2016-11-28,100698.37999999999,1048141.57,8.716178
114,2016-12-05,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,10.496766831494865,2016-12,2016,2016-12-05,874.0,0.0,10.354655000000001
115,2016-12-05,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.778329571106095,2016-12,2016,2016-12-05,100859.9,1044969.62,8.787225
116,2016-12-05,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.921638963425751,2016-12,2016,2016-12-05,100859.9,1044969.62,8.787225
117,2016-12-12,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.591160958675479,2016-12,2016,2016-12-12,86640.7,927475.07,8.902219
118,2016-12-12,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.332142286529432,2016-12,2016,2016-12-12,86640.7,927475.07,8.902219
119,2016-12-19,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,10.966296438146305,2016-12,2016,2016-12-19,1734.0,18727.0,8.796747
120,2016-12-19,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.426139539610753,2016-12,2016,2016-12-19,126081.8,1501259.62,8.711051
121,2016-12-19,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,12.410893936510456,2016-12,2016,2016-12-19,126081.8,1501259.62,8.711051
122,2016-12-26,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,11.298005698005698,2016-12,2016,2016-12-26,1755.0,19828.0,8.042328999999999
123,2016-12-26,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,13.083138173302109,2016-12,2016,2016-12-26,123018.13,1617628.2,8.630482
124,2016-12-26,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,13.171633629830003,2016-12,2016,2016-12-26,123018.13,1617628.2,8.630482
125,2017-01-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.510571901668577,2017-01,2017,2017-01-06,48657.6,632659.92,7.7273784
126,2017-01-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,12.346819446550231,2017-01,2017,2017-01-06,48657.6,632659.92,7.7273784
127,2017-01-16,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,11.476610767872904,2017-01,2017,2017-01-16,3527.0,40205.0,4.84521
128,2017-01-16,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,12.223768438630671,2017-01,2017,2017-01-16,103942.1,1251080.58,7.1685232999999995
129,2017-01-16,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.887102583219828,2017-01,2017,2017-01-16,103942.1,1251080.58,7.1685232999999995
130,2017-01-23,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,11.801575422600557,2017-01,2017,2017-01-23,105007.5,1234061.98,7.655598599999999
131,2017-01-23,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,11.600456381510782,2017-01,2017,2017-01-23,105007.5,1234061.98,7.655598599999999
132,2017-02-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.407238079556176,2017-02,2017,2017-02-06,114717.40000000001,1200535.23,7.1194496
133,2017-02-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.424260647670303,2017-02,2017,2017-02-06,114717.40000000001,1200535.23,7.1194496
134,2017-02-13,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.196001052354644,2017-02,2017,2017-02-13,113631.2,1173403.23,6.2749414
135,2017-02-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.179438489925188,2017-02,2017,2017-02-13,113631.2,1173403.23,6.2749414
136,2017-02-20,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.98649783729894,2017-02,2017,2017-02-20,116048.67,1162618.4,6.6748557
137,2017-02-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.949317234857837,2017-02,2017,2017-02-20,116048.67,1162618.4,6.6748557
138,2017-02-27,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,11.440777077846402,2017-02,2017,2017-02-27,1172.49,13600.88,4.25486
139,2017-02-27,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.635597208011003,2017-02,2017,2017-02-27,119314.89,1177991.0,6.51738
140,2017-02-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.606354755996083,2017-02,2017,2017-02-27,119314.89,1177991.0,6.51738
141,2017-03-06,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,11.600001081677464,2017-03,2017,2017-03-06,1848.98,21448.17,3.8131962
142,2017-03-06,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.273856209150328,2017-03,2017,2017-03-06,129176.62,1194041.21,6.255165
143,2017-03-06,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.027533295909112,2017-03,2017,2017-03-06,129176.62,1194041.21,6.255165
144,2017-03-13,수산물,캐나다,캐나다,판매용,어류,연어,연어,냉장,10.999999999999998,2017-03,2017,2017-03-13,594.81,0.0,3.2396924
145,2017-03-13,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.119409282700422,2017-03,2017,2017-03-13,116059.85,1021980.2,5.9900203
146,2017-03-13,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.12462217912966,2017-03,2017,2017-03-13,116059.85,1021980.2,5.9900203
147,2017-03-20,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.534804584608814,2017-03,2017,2017-03-20,126175.2,1181547.96,6.6968293
148,2017-03-20,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.432978569400003,2017-03,2017,2017-03-20,126175.2,1181547.96,6.6968293
149,2017-03-27,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.546960486322188,2017-03,2017,2017-03-27,139866.0,1323530.3399999999,6.8110905
150,2017-03-27,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.45462158516328,2017-03,2017,2017-03-27,139866.0,1323530.3399999999,6.8110905
151,2017-03-27,수산물,영국,영국,판매용,어류,연어,연어,냉장,9.941736694677871,2017-03,2017,2017-03-27,826.0,0.0,9.683003999999999
152,2017-04-03,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.442019567235592,2017-04,2017,2017-04-03,133512.69999999998,1260149.52,7.293039
153,2017-04-03,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.429430738228357,2017-04,2017,2017-04-03,133512.69999999998,1260149.52,7.293039
154,2017-04-10,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.580605063003746,2017-04,2017,2017-04-10,123721.5,1160756.81,7.675374499999999
155,2017-04-10,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.525824323976208,2017-04,2017,2017-04-10,123721.5,1160756.81,7.675374499999999
156,2017-04-17,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.668584116931905,2017-04,2017,2017-04-17,134040.1,1279665.13,7.7493514999999995
157,2017-04-24,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.637745348677644,2017-04,2017,2017-04-24,131245.3,1279353.43,7.261543799999999
158,2017-05-01,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.193940820971667,2017-05,2017,2017-05-01,143883.9,1334323.28,7.6167793
159,2017-05-01,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,9.487263561691494,2017-05,2017,2017-05-01,143883.9,1334323.28,7.6167793
160,2017-05-08,수산물,영국,영국,판매용,어류,연어,연어,냉장,10.219019566589523,2017-05,2017,2017-05-08,826.0,0.0,11.614460000000001
161,2017-05-08,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,9.953251383440657,2017-05,2017,2017-05-08,157273.41999999998,1548731.26,8.323587
162,2017-05-08,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.316129768410464,2017-05,2017,2017-05-08,157273.41999999998,1548731.26,8.323587
163,2017-05-15,수산물,노르웨이,노르웨이,자사제품제조용,어류,연어,연어,냉장,10.719057242592058,2017-05,2017,2017-05-15,180943.66,1936753.11,8.780633
164,2017-05-15,수산물,노르웨이,노르웨이,판매용,어류,연어,연어,냉장,10.95820788261478,2017-05,2017,2017-05-15,180943.66,1936753.11,8.780633
165,2017-05-15,수산물,영국,영국,판매용,어류,연어,연어,냉장,10.61514514003995,2017-05,2017,2017-05-15,10209.0,103893.0,12.156467999999998
